,Taxon,Branch Type,l1,l2,l1/l2
11848,G001804055,terminal,0.110976,0.006602808,16.80739544
11849,  ,internal,0.395178,0.119000003,3.32082346
11850,  ,internal,0.258319,0.050888057,5.076220566
11851,G001804155,terminal,0.152968,0.225301257,0.678948719
11852,  ,internal,0.36872,0.080871937,4.559307131
11853,G001804005,terminal,0.389472,0.172467097,2.258239434
11854,G000405945,terminal,0.363684,0.111602901,3.258732495
11855,  ,internal,0.907697,0.200120115,4.535760935
11856,  ,internal,0.461352,0.114400228,4.032789169
11857,  ,internal,0.251517,0.033676318,7.468660915
11858,G001871865,terminal,0.87991,0.529850977,1.660674489
11859,  ,internal,0.194406,0.015621311,12.44492204
11860,G001730085,terminal,1.163113,0.510929485,2.276464823
11861,  ,internal,0.034724,0.025556277,1.358726887
11862,G001873945,terminal,0.582471,0.416134625,1.399717701
11863,  ,internal,0.303051,0.008877153,34.1383095
11864,G001778315,terminal,0.950008,0.525980884,1.806164501
11865,  ,internal,0.271181,0.027610235,9.821756281
11866,  ,internal,0.104894,0.013172314,7.963217215
11867,  ,internal,0.027078,0.009298724,2.912012319
11868,G000380785,terminal,0.175919,0.004703319,37.40315908
11869,G000493945,terminal,0.161165,0.000138103,1166.992994
11870,  ,internal,0.411689,0.002040927,201.7167006
11871,G000405145,terminal,0.809799,0.057681888,14.03905149
11872,  ,internal,0.906111,0.02542325,35.64103724
11873,G000402275,terminal,0.413532,0.101454462,4.076035595
11874,  ,internal,0.164038,0.008361466,19.61833032
11875,G000405125,terminal,0.626135,0.06913495,9.056707182
11876,  ,internal,1.488986,0.54374183,2.738406205
11877,  ,internal,0.026607,0.006930655,3.839030866
11878,G000401015,terminal,0.03838,0.243017679,0.157930897
11879,G000406005,terminal,0.109405,0.11311071,0.967238202
11880,  ,internal,0.452417,0.091026147,4.97018728
11881,G000372285,terminal,0.327123,0.240890313,1.357974908
11882,  ,internal,0.193189,0.211050315,0.915369401
11883,G000404445,terminal,1.299109,0.499748098,2.599527653
11884,G001304075,terminal,1.78938,0.412448236,4.338435334
11885,  ,internal,0.153388,0.046063103,3.329953701
11886,  ,internal,0.242125,0.059151228,4.093321641
11887,  ,internal,0.012598,0.011077936,1.137215411
11888,  ,internal,0.231603,0.004082945,56.72449527
11889,G001774505,terminal,1.319695,0.604202062,2.184194797
11890,  ,internal,0.013871,0.006102215,2.27310899
11891,G001800235,terminal,0.47805,0.003452459,138.4665409
11892,G001800475,terminal,0.29005,2.29E-06,126842.1743
11893,  ,internal,0.449188,1.00E-06,449188
11894,G001800315,terminal,0.378962,0.003378936,112.154237
11895,  ,internal,0.96417,0.00103355,932.8719592
11896,G001800455,terminal,0.20461,0.027518814,7.435276853
11897,  ,internal,0.280078,0.01239167,22.60211864
11898,G001800425,terminal,0.23795,0.040333655,5.899539771
11899,  ,internal,0.09193,0.000937424,98.0666166
11900,G001800205,terminal,0.206481,0.039532169,5.223113306
11901,  ,internal,0.469471,0.147455559,3.183813498
11902,G001800525,terminal,0.128472,0.00910787,14.10560256
11903,G001800355,terminal,0.138327,0.015052407,9.189693234
11904,  ,internal,0.45502,0.144567664,3.147453493
11905,  ,internal,0.339928,0.068477969,4.964049073
11906,G001027545,terminal,0.411865,0.336307946,1.224666276
11907,  ,internal,0.330516,0.069376085,4.76412012
11908,G001800325,terminal,0.098209,0.132697099,0.740099071
11909,G001800495,terminal,0.050448,0.135203921,0.373125272
11910,  ,internal,0.532466,0.164839377,3.230211195
11911,G001871125,terminal,0.228531,0.243062492,0.940214997
11912,  ,internal,0.34475,0.108004401,3.191999556
11913,  ,internal,0.199569,0.047139555,4.233578334
11914,G001800095,terminal,0.144414,0.024742351,5.836713001
11915,G001799925,terminal,0.146564,0.027747592,5.282043972
11916,  ,internal,0.478577,0.149105967,3.209643517
11917,G001799975,terminal,0.19952,0.161939537,1.232064784
11918,  ,internal,0.172401,0.050656973,3.40330243
11919,G001799555,terminal,0.178851,0.205465315,0.87046809
11920,  ,internal,0.577204,0.176197115,3.27589926
11921,  ,internal,0.050472,0.012135063,4.159187204
11922,G001800565,terminal,0.269146,0.005165166,52.10790801
11923,G001800635,terminal,0.2806,0.019173951,14.63443815
11924,  ,internal,0.933953,0.355924125,2.624022745
11925,  ,internal,0.150166,0.057991004,2.589470588
11926,G001799565,terminal,0.16926,0.003727612,45.40709001
11927,G001799915,terminal,0.191703,0.018707052,10.24763304
11928,  ,internal,0.285322,0.009096771,31.36519713
11929,G001799745,terminal,0.185473,0.023295522,7.961744682
11930,  ,internal,0.55983,0.160443686,3.489261638
11931,G001871115,terminal,0.087648,0.124604612,0.703408957
11932,G001799795,terminal,0.033997,0.144686299,0.234970418
11933,  ,internal,0.259623,0.065676749,3.95304281
11934,  ,internal,0.112468,0.032419758,3.469119058
11935,G001799575,terminal,0.071191,0.002694314,26.42268517
11936,G001799775,terminal,0.068502,0.001851353,37.00104734
11937,  ,internal,0.362759,0.078776762,4.604898593
11938,G001800375,terminal,0.10017,0.006074166,16.4911534
11939,G001800245,terminal,0.123197,0.017732545,6.947508138
11940,  ,internal,0.331622,0.11286865,2.9381232
11941,  ,internal,0.33946,0.080370655,4.223680884
11942,  ,internal,0.633415,0.172416914,3.673740501
11943,G000020145,terminal,0.605386,0.397922607,1.52136619
11944,  ,internal,0.357281,0.087714228,4.073238836
11945,G001800015,terminal,0.460805,0.374153228,1.231594345
11946,  ,internal,0.443717,0.099644869,4.45298394
11947,  ,internal,0.55782,0.08781878,6.351944325
11948,  ,internal,0.015382,0.009410053,1.63463472
11949,  ,internal,0.017579,0.00397234,4.425351861
11950,G001784175,terminal,1.248415,0.523996808,2.382485886
11951,  ,internal,0.205598,0.007600794,27.04954281
11952,G900113965,terminal,2.40E-05,0.023258102,0.001031898
11953,G900111035,terminal,0.00854,0.035421605,0.241095795
11954,  ,internal,0.044672,0.010839929,4.121060126
11955,G000421345,terminal,0.029174,0.026874885,1.085548843
11956,  ,internal,0.221615,0.073253497,3.025316341
11957,G000619925,terminal,0.010992,0.080905535,0.135862151
11958,  ,internal,0.381451,0.097495602,3.912494452
11959,G000464455,terminal,0.02661,0.00127934,20.79979064
11960,G000468115,terminal,0.026988,0.001855336,14.54615307
11961,  ,internal,0.144757,0.036416516,3.975037095
11962,G000413015,terminal,0.112134,0.03018569,3.714806536
11963,  ,internal,0.505183,0.138134878,3.657171944
11964,  ,internal,0.087564,0.025613265,3.418697357
11965,G000195275,terminal,0.185764,0.169611199,1.095234282
11966,G000255555,terminal,0.233209,0.16567881,1.407597022
11967,  ,internal,0.091436,0.04243187,2.154889729
11968,  ,internal,0.350228,0.067389367,5.197081025
11969,G001603145,terminal,0.189835,0.19214576,0.987973921
11970,  ,internal,0.111483,0.03374772,3.303423125
11971,G001028545,terminal,0.451384,0.075425257,5.984520512
11972,G001028605,terminal,0.181644,0.039551773,4.592562719
11973,  ,internal,0.027237,0.019625935,1.387806506
11974,G001028525,terminal,0.181503,0.067749748,2.679021019
11975,G001028585,terminal,0.209697,0.035666176,5.879436024
11976,  ,internal,0.247955,0.005136617,48.27204082
11977,  ,internal,0.747423,0.276251593,2.705588018
11978,G001604355,terminal,0.149351,0.008170384,18.27955789
11979,G000212415,terminal,0.155775,0.010193461,15.28185644
11980,  ,internal,0.688147,0.122116408,5.635172321
11981,  ,internal,0.105413,0.024212321,4.35369245
11982,G000468055,terminal,0.007104,0.118532851,0.059932752
11983,G000413055,terminal,0.007166,0.090268851,0.079385081
11984,  ,internal,0.493914,0.120763066,4.089942526
11985,  ,internal,0.026092,0.018444352,1.414633566
11986,  ,internal,0.318196,0.079582189,3.998331828
11987,G000008605,terminal,0.427048,0.260754771,1.637738013
11988,G000513775,terminal,0.137615,0.139981913,0.983091294
11989,  ,internal,0.134383,0.046262549,2.904790222
11990,G000413035,terminal,0.087447,0.034669594,2.522296612
11991,G000412995,terminal,0.089652,0.028904604,3.101651254
11992,  ,internal,0.48744,0.129005478,3.778444214
11993,  ,internal,0.061384,0.02280662,2.691499282
11994,G000008185,terminal,0.06551,0.027982948,2.34106856
11995,G000755145,terminal,0.065387,0.028202108,2.318514647
11996,  ,internal,0.287131,0.065431324,4.388280424
11997,G000447675,terminal,0.065903,0.096642162,0.681928037
11998,  ,internal,0.350495,0.103553193,3.384685605
11999,  ,internal,0.374725,0.12009546,3.120226183
12000,G001604425,terminal,0.065834,0.168080054,0.391682406
12001,G001604385,terminal,0.097509,0.122320856,0.797157603
12002,  ,internal,0.34551,0.079982597,4.319814727
12003,  ,internal,0.168698,0.024053312,7.013503945
12004,  ,internal,0.324205,0.085475446,3.792960608
12005,G000214375,terminal,0.009818,0.070396884,0.139466399
12006,G000297095,terminal,0.002823,0.075778683,0.037253221
12007,  ,internal,0.299247,0.088745072,3.371984411
12008,G000214355,terminal,0.168739,0.137042482,1.231289728
12009,  ,internal,0.338191,0.078220282,4.323571753
12010,G000219725,terminal,0.258429,0.11374492,2.272004759
12011,G001830155,terminal,0.282609,0.217715012,1.298068507
12012,  ,internal,0.05301,0.033176841,1.59780131
12013,  ,internal,0.450629,0.090726381,4.966901507
12014,  ,internal,0.197969,0.050167645,3.946148989
12015,G001603165,terminal,0.112448,0.017247646,6.519614329
12016,G001896565,terminal,0.100311,0.011449444,8.761211768
12017,  ,internal,0.379948,0.266256513,1.426999832
12018,G001830645,terminal,0.259562,0.296295189,0.876025024
12019,  ,internal,0.399807,0.080831985,4.946148465
12020,  ,internal,0.355752,0.060521713,5.878088764
12021,G000373545,terminal,0.093397,0.032941331,2.835252797
12022,G900156105,terminal,0.092223,0.025669536,3.592702288
12023,  ,internal,0.601986,0.255532725,2.355807857
12024,G000242595,terminal,0.526027,0.237453856,2.215280933
12025,  ,internal,0.039002,0.057397845,0.679502864
12026,G000507245,terminal,0.253062,0.196153882,1.290119762
12027,G000758165,terminal,0.234704,0.173084823,1.356005661
12028,  ,internal,0.380448,0.082588506,4.606549031
12029,  ,internal,0.325721,0.073709876,4.418960074
12030,G000143985,terminal,0.258397,0.259320758,0.996437779
12031,G001749745,terminal,0.347161,0.228159268,1.521573081
12032,  ,internal,0.184349,0.043397225,4.247944386
12033,G000426705,terminal,0.573172,0.324054105,1.768754016
12034,  ,internal,0.026065,0.019892431,1.310297343
12035,  ,internal,0.027554,0.025977072,1.060704593
12036,G000147075,terminal,0.154133,0.010739476,14.35200337
12037,G000184345,terminal,0.157659,0.010820645,14.57020326
12038,  ,internal,0.931611,0.280073833,3.326305032
12039,  ,internal,0.108105,0.049420267,2.187462911
12040,  ,internal,0.023476,0.036817694,0.63762821
12041,G000190435,terminal,0.00035,0.057119432,0.006127512
12042,G001603115,terminal,0.046686,0.083894783,0.556482757
12043,  ,internal,0.232642,0.027699035,8.398920787
12044,G001604325,terminal,0.215827,0.16765594,1.287320924
12045,  ,internal,0.144794,0.044253321,3.271935207
12046,G000236685,terminal,0.067249,0.092510724,0.726931941
12047,  ,internal,0.305475,0.078083496,3.912158349
12048,G001604275,terminal,0.108584,0.12617441,0.860586546
12049,  ,internal,0.128707,0.037533298,3.429141735
12050,G000208385,terminal,0.409379,0.217059772,1.88601967
12051,  ,internal,0.189445,0.026237651,7.220349246
12052,G001940825,terminal,0.253818,0.289540173,0.876624468
12053,  ,internal,0.524942,0.020960099,25.04482445
12054,G001604265,terminal,0.41671,0.352158908,1.183301034
12055,  ,internal,0.073909,0.03113401,2.373899154
12056,G001829255,terminal,0.259549,0.050709863,5.118314016
12057,G001829425,terminal,0.282784,0.102089107,2.769972309
12058,  ,internal,0.618826,0.168456762,3.673500497
12059,  ,internal,0.765886,0.190152546,4.027745173
12060,  ,internal,0.270247,0.039505815,6.840689097
12061,G000501015,terminal,0.127046,0.007644215,16.61988837
12062,G000501675,terminal,0.130193,0.00493469,26.38321866
12063,  ,internal,0.133827,0.000588628,227.354157
12064,G000501595,terminal,0.020573,0.014899406,1.380793274
12065,  ,internal,0.010403,0.000134194,77.52221042
12066,G000501275,terminal,0.015783,0.023551026,0.67016188
12067,  ,internal,0.01687,0.002234211,7.550764006
12068,G000501695,terminal,0.010909,0.00569116,1.916832353
12069,G000501875,terminal,0.02607,0.031731481,0.821581584
12070,  ,internal,0.002864,2.71E-06,1055.619034
12071,G000501155,terminal,0.011208,0.020299794,0.552123821
12072,  ,internal,0.012385,0.002821573,4.389394938
12073,  ,internal,0.070067,0.000424878,164.9109462
12074,G000501615,terminal,0.073223,0.0199322,3.673603571
12075,G000501235,terminal,0.015947,0.008277354,1.926581922
12076,  ,internal,0.008953,0.001102923,8.117520443
12077,G000500975,terminal,0.016065,0.018107135,0.887219344
12078,  ,internal,0.00778,0.000944351,8.238460437
12079,G000501215,terminal,0.064142,0.023178969,2.767249975
12080,  ,internal,0.063533,0.001500366,42.34500398
12081,  ,internal,0.005453,0.006989134,0.780211099
12082,G000501915,terminal,0.051588,0.008613488,5.989211617
12083,G000501895,terminal,0.053626,0.016247498,3.300569643
12084,  ,internal,0.089946,0.00156724,57.39135595
12085,  ,internal,0.004497,0.000590813,7.611540293
12086,G001922545,terminal,0.040707,2.23E-06,18273.9271
12087,G000501735,terminal,0.041808,0.005594816,7.472631674
12088,  ,internal,0.078842,2.45E-06,32171.21639
12089,G000501755,terminal,0.027805,0.034769914,0.79968562
12090,  ,internal,0.00536,0.002003424,2.675419414
12091,G000714705,terminal,0.020849,0.002012717,10.35863668
12092,  ,internal,0.030531,0.000344806,88.54546862
12093,  ,internal,0.015931,0.003850737,4.137130113
12094,G000300045,terminal,0.001997,2.58E-06,772.6534087
12095,G000691545,terminal,0.001997,2.58E-06,772.6534087
12096,  ,internal,0.032965,0.005875618,5.610473656
12097,  ,internal,0.025997,0.010279827,2.52893356
12098,G000181895,terminal,0.005861,0.015058986,0.389202824
12099,G000304735,terminal,0.002938,0.011985491,0.245129709
12100,  ,internal,0.044869,0.007550685,5.942375001
12101,  ,internal,0.001318,0.003056391,0.431227549
12102,G000739475,terminal,0.005752,0.017919328,0.320994186
12103,  ,internal,0.047663,0.003780484,12.60764528
12104,G000008685,terminal,0.005801,0.000959601,6.045219618
12105,G000502095,terminal,0.011299,0.0371635,0.304034873
12106,  ,internal,0.019103,0.010775229,1.772862636
12107,G000222305,terminal,0.004871,0.011854243,0.410907716
12108,  ,internal,0.036936,0.005206751,7.093866765
12109,  ,internal,0.21221,0.102491032,2.070522613
12110,G001598195,terminal,0,2.58E-06,0
12111,G000012065,terminal,0,2.58E-06,0
12112,  ,internal,1.00E-06,2.87E-06,0.348359228
12113,G001660005,terminal,2.80E-05,2.58E-06,10.83339782
12114,  ,internal,3.00E-06,0.000791634,0.003789631
12115,G000956315,terminal,0.001619,0.000397094,4.077117199
12116,  ,internal,0.007858,0.002287853,3.434661831
12117,G000568775,terminal,0.00079,0.007760284,0.101800394
12118,  ,internal,0.010906,0.005507677,1.980145348
12119,G000568795,terminal,0.00264,0.000574605,4.594460542
12120,G000568675,terminal,0.002008,0.001106973,1.813955715
12121,  ,internal,0.012183,0.011192024,1.088543075
12122,  ,internal,0.008589,0.018383056,0.467223741
12123,G000568735,terminal,0.008983,0.008787106,1.022293358
12124,G000012085,terminal,0.006851,0.005998616,1.142096701
12125,  ,internal,0.016638,0.021951214,0.757953524
12126,G000568755,terminal,0.077058,0.04342079,1.774679837
12127,  ,internal,0.010439,0.00833621,1.252247739
12128,  ,internal,0.010247,0.005060672,2.024829784
12129,G001936255,terminal,0.080309,0.048293228,1.662945365
12130,  ,internal,0.030943,0.004335289,7.137471771
12131,G000445425,terminal,0.00104,0.067992751,0.015295748
12132,  ,internal,0.168825,0.01740264,9.701114091
12133,G000019705,terminal,0.055948,0.004659963,12.0061052
12134,G000019685,terminal,0.059101,0.001049434,56.31704032
12135,  ,internal,0.074873,0.000206378,362.7959804
12136,G000523535,terminal,0.015267,0.009366397,1.629975683
12137,  ,internal,0.003701,0.001469656,2.518275872
12138,G000568715,terminal,0.000685,0.003453615,0.198342884
12139,  ,internal,0.015379,0.00673839,2.282295818
12140,G000500065,terminal,0.00152,0.008267069,0.183862024
12141,  ,internal,0.076687,0.028505879,2.690216981
12142,G000500045,terminal,0.014223,0.041068617,0.346322835
12143,  ,internal,0.130329,0.025154759,5.181087143
12144,  ,internal,0.120668,0.067625681,1.784351725
12145,  ,internal,0.196885,0.50635363,0.388829048
12146,  ,internal,0.261234,0.124671185,2.095383946
12147,G000092845,terminal,0.017253,0.035444766,0.486757337
12148,G001676785,terminal,0.009643,0.040132796,0.240277302
12149,  ,internal,0.068828,0.014874132,4.627362488
12150,G000518245,terminal,0.019338,0.033552308,0.5763538
12151,  ,internal,0.081558,0.025509023,3.197221689
12152,G000325665,terminal,0.214649,0.047357229,4.532549806
12153,  ,internal,1.23722,0.387493037,3.192883179
12154,G001829375,terminal,1.091019,0.501501491,2.175504999
12155,  ,internal,0.063231,0.065341432,0.967701472
12156,G001829395,terminal,0.099803,0.112658396,0.885890475
12157,G001829415,terminal,0.106182,0.100016256,1.061647416
12158,  ,internal,0.782625,0.197487732,3.962904389
12159,G900112165,terminal,0.56216,0.433158697,1.297815337
12160,  ,internal,0.607928,0.130085333,4.67330165
12161,G001829155,terminal,0.726859,0.458005905,1.587007924
12162,  ,internal,0.228929,0.076062143,3.009762704
12163,  ,internal,0.101207,0.037981161,2.664663182
12164,  ,internal,0.05416,0.033112958,1.635613451
12165,G000217275,terminal,0.036965,0.013234361,2.793108074
12166,G000092565,terminal,0.021455,0.002532485,8.471917597
12167,  ,internal,0.018493,2.75E-06,6728.397308
12168,G000217175,terminal,0.021557,0.023667907,0.910811405
12169,  ,internal,0.002716,0.003869182,0.701957176
12170,G001567725,terminal,0.00453,0.002124534,2.132231991
12171,  ,internal,0.019237,0.009131585,2.106644137
12172,G000244515,terminal,0.01104,0.003430507,3.218183014
12173,G000347015,terminal,0.004551,0.002161596,2.105388699
12174,  ,internal,0.001208,0.001131476,1.067631919
12175,G000342725,terminal,0.008536,0.000206871,41.26234946
12176,  ,internal,0.038752,0.008900321,4.354000119
12177,  ,internal,0.008738,0.002874919,3.039389556
12178,G000306195,terminal,0.017622,0.004975717,3.541600349
12179,G000350605,terminal,0.012995,0.002039351,6.372124625
12180,  ,internal,0.02597,0.005030936,5.162061602
12181,G000306255,terminal,0.002969,0.00295661,1.004190542
12182,  ,internal,0.0254,0.005632319,4.50968751
12183,  ,internal,0.079946,0.027775395,2.87830288
12184,G001969935,terminal,0.002844,0.009660965,0.294380536
12185,G000244815,terminal,0.007771,0.015447773,0.503049857
12186,  ,internal,0.015672,0.008471436,1.849981427
12187,G000243815,terminal,0.006803,0.009615731,0.707486491
12188,  ,internal,0.024143,0.006108568,3.952317207
12189,G000013945,terminal,0.003989,0.019681664,0.202675951
12190,  ,internal,0.042487,0.007234136,5.873126993
12191,G001568365,terminal,0.014798,0.005262125,2.812172049
12192,G000313175,terminal,0.015586,0.005657298,2.755025602
12193,  ,internal,0.06328,0.021293864,2.971748092
12194,  ,internal,0.049571,0.01761121,2.814741309
12195,G000347175,terminal,0.028871,0.027424341,1.052750916
12196,  ,internal,0.03011,0.006738193,4.468557406
12197,  ,internal,0.044767,0.018807792,2.380236847
12198,G000243735,terminal,0.019041,0.022740873,0.837302933
12199,  ,internal,0.227786,0.077632879,2.934143406
12200,G000306115,terminal,0.021916,0.043318563,0.505926298
12201,G000244755,terminal,0.035838,0.040770845,0.879010471
12202,  ,internal,0.113467,0.033655578,3.371417372
12203,G000243715,terminal,0.052871,0.061927643,0.853754434
12204,  ,internal,0.190599,0.062194654,3.064556013
12205,  ,internal,0.281385,0.087877019,3.202031694
12206,G000304275,terminal,0.000859,0.020237351,0.042446266
12207,G000332515,terminal,0.002225,0.0277553,0.08016487
12208,  ,internal,0.067764,0.019020634,3.56265727
12209,G000017685,terminal,0.073497,0.028961099,2.537783546
12210,  ,internal,0.514236,0.175379536,2.93213228
12211,  ,internal,0.526942,0.152707116,3.450670884
12212,G000243335,terminal,0.122883,0.005994487,20.49933616
12213,G002009735,terminal,0.122212,0.002162216,56.52163738
12214,  ,internal,0.598173,0.311088029,1.922841592
12215,  ,internal,0.34793,0.082942828,4.194817182
12216,G000266885,terminal,0.695367,0.418377547,1.66205621
12217,  ,internal,0.448717,0.100528189,4.46359378
12218,G001829455,terminal,0.689769,0.413074843,1.669840252
12219,  ,internal,0.363723,0.065166024,5.58148212
12220,  ,internal,0.194745,0.050576003,3.850541553
12221,  ,internal,0.048499,0.015685502,3.091963561
12222,G000404345,terminal,0.420772,0.252584325,1.665867429
12223,G001302425,terminal,0.395834,0.191386415,2.068245027
12224,  ,internal,0.188927,0.047271688,3.996620573
12225,G000402295,terminal,0.248974,0.260216503,0.95679558
12226,  ,internal,0.774026,0.274265179,2.822181083
12227,  ,internal,0.074585,0.006707072,11.12035111
12228,G900104395,terminal,0.004443,0.002674558,1.661208819
12229,G000691645,terminal,0.003306,0.000320782,10.3060517
12230,  ,internal,0.006258,0.000787034,7.951370849
12231,G000691725,terminal,0.018696,0.002986623,6.259913581
12232,  ,internal,0.024029,0.00391396,6.139306326
12233,G000691685,terminal,0.013536,0.000847327,15.9749518
12234,  ,internal,0.014823,0.000198194,74.79039466
12235,G000691665,terminal,0.009056,0.002899684,3.123098715
12236,G000691745,terminal,0.005191,2.95E-06,1756.743037
12237,  ,internal,0.014895,0.000837076,17.79408534
12238,  ,internal,0.117976,0.013242333,8.909004513
12239,G000622045,terminal,0.030317,0.005445443,5.567407054
12240,G000158295,terminal,0.041488,0.008496362,4.883031286
12241,  ,internal,0.033338,0.00541952,6.151467516
12242,G000262225,terminal,0.206451,0.011704526,17.63856181
12243,  ,internal,0.260292,0.000509796,510.5804024
12244,G000242215,terminal,0.040945,0.043663001,0.937750475
12245,  ,internal,0.024525,0.002753228,8.907724797
12246,  ,internal,0.522429,0.144568077,3.613723109
12247,G000158275,terminal,0.034052,0.035362016,0.962954143
12248,G001854465,terminal,0.00584,0.017941717,0.325498399
12249,  ,internal,0.021426,0.008290588,2.584376497
12250,G000007325,terminal,0.000809,0.022718412,0.035609883
12251,  ,internal,0.093079,0.015857274,5.869798413
12252,G000158215,terminal,0.004247,0.036921858,0.115026714
12253,  ,internal,0.209599,0.063936666,3.278228484
12254,G000381725,terminal,0.058184,0.087337481,0.666197366
12255,  ,internal,0.297279,0.094297929,3.152550671
12256,  ,internal,0.181066,0.075457046,2.39959037
12257,G000158315,terminal,0.052635,0.070911593,0.742262268
12258,G000158195,terminal,0.053661,0.082875795,0.647487004
12259,  ,internal,0.273938,0.048958455,5.595315502
12260,  ,internal,0.150084,0.033938205,4.422272723
12261,G000622245,terminal,0.213029,0.187011614,1.139121767
12262,G000479045,terminal,0.173749,0.1576565,1.10207318
12263,  ,internal,0.140343,0.028665853,4.89582494
12264,  ,internal,0.207048,0.063953524,3.237476035
12265,G000165505,terminal,0.193106,0.1434036,1.346591017
12266,G000426625,terminal,0.269926,0.189325182,1.425726874
12267,  ,internal,0.109655,0.046088626,2.379220418
12268,  ,internal,0.334954,0.084592265,3.959629165
12269,G001902575,terminal,0.032167,2.70E-06,11925.62933
12270,G001902585,terminal,0.036705,0.002821365,13.00966068
12271,  ,internal,0.133639,0.008646728,15.45544093
12272,G001612575,terminal,0.034027,0.00492269,6.912277075
12273,  ,internal,0.124313,0.039997257,3.108038157
12274,G000024565,terminal,0.031843,0.032731725,0.972848205
12275,  ,internal,0.293274,0.081721537,3.588699014
12276,G001559795,terminal,0.103063,0.11455881,0.899651451
12277,  ,internal,0.312076,0.102187764,3.053946865
12278,G001517915,terminal,0.262218,0.154040228,1.702269619
12279,G000973085,terminal,0.259402,0.169266917,1.532502658
12280,  ,internal,0.111115,0.036947346,3.007387889
12281,G001517865,terminal,0.144118,0.149051588,0.966900134
12282,  ,internal,0.280298,0.087448297,3.205299706
12283,  ,internal,0.292396,0.083423194,3.504972473
12284,G000373345,terminal,0.021761,0.02456848,0.88572837
12285,G000373045,terminal,0.026389,0.021224513,1.243326549
12286,  ,internal,0.075778,0.020973601,3.613018133
12287,G000023905,terminal,0.008354,0.034936226,0.239121419
12288,  ,internal,0.221916,0.068735508,3.228549669
12289,G000176335,terminal,0.035496,0.006025145,5.891310793
12290,G000516535,terminal,0.05509,0.008457002,6.514128535
12291,  ,internal,0.169299,0.063179808,2.67963776
12292,G001274535,terminal,0.060368,0.057415846,1.051417069
12293,  ,internal,0.092697,0.030952529,2.994811839
12294,  ,internal,0.303165,0.091414575,3.316374896
12295,G000024405,terminal,0.252753,0.162826928,1.552280098
12296,  ,internal,0.133742,0.035764617,3.739505983
12297,  ,internal,0.396274,0.120180126,3.297333881
12298,  ,internal,0.18899,0.23345322,0.809541199
12299,  ,internal,0.040365,0.009879624,4.085681679
12300,G000402235,terminal,0.349988,0.151667722,2.307597132
12301,G000405325,terminal,0.237469,0.204425034,1.161643443
12302,  ,internal,0.12743,0.027675918,4.604363932
12303,G001509285,terminal,0.012737,0.119892118,0.106237176
12304,  ,internal,0.589708,0.323701323,1.821765803
12305,  ,internal,0.017083,0.004280685,3.990716066
12306,G001436645,terminal,0.009573,2.65E-06,3613.134554
12307,G001311215,terminal,0.054439,0.051300221,1.061184506
12308,  ,internal,0.015211,0.002942398,5.169592789
12309,G000512295,terminal,0.05721,0.004378146,13.06717591
12310,G000304715,terminal,0.055409,0.002438939,22.71849003
12311,  ,internal,0.090486,0.002721362,33.25026707
12312,  ,internal,0.381943,0.115955466,3.293876636
12313,G001702135,terminal,0.055468,0.000617693,89.79865402
12314,G001702115,terminal,0.055357,0.000604059,91.6417105
12315,  ,internal,0.291824,0.068728674,4.246029855
12316,G000225325,terminal,0.057941,0.108869789,0.532204579
12317,  ,internal,0.08459,0.029714887,2.846721289
12318,  ,internal,0.159589,0.055361771,2.882657065
12319,G000185465,terminal,0.106495,0.107045975,0.994852909
12320,  ,internal,0.253712,0.090615759,2.799866188
12321,G001314945,terminal,4.20E-05,0.038724519,0.001084584
12322,G001281175,terminal,0.014484,0.039253277,0.368988304
12323,  ,internal,0.205484,0.077848502,2.639536992
12324,G001435995,terminal,0.105079,0.095214979,1.103597369
12325,  ,internal,0.215939,0.065861947,3.278661035
12326,  ,internal,0.142804,0.051504895,2.77262968
12327,G001922025,terminal,0.016622,0.028665394,0.579862961
12328,G000298115,terminal,0.011873,0.025075202,0.47349568
12329,  ,internal,0.114,0.025004706,4.559141769
12330,G001436255,terminal,0.005839,0.045099985,0.129467893
12331,  ,internal,0.082364,0.01337081,6.15998582
12332,G001434255,terminal,0.073297,0.063390852,1.156270949
12333,  ,internal,0.043693,0.007539085,5.795530583
12334,G000238835,terminal,0.038372,0.013610038,2.819389713
12335,G001311355,terminal,0.034662,0.038334182,0.90420608
12336,  ,internal,0.151904,0.034265575,4.433137366
12337,G000583655,terminal,0.058152,0.040862546,1.423112493
12338,G000159315,terminal,0.016623,0.028606765,0.581086331
12339,  ,internal,0.0846,0.018155898,4.65964291
12340,  ,internal,0.116372,0.02573817,4.521378206
12341,  ,internal,0.145367,0.043238548,3.361976933
12342,G000785105,terminal,0.09722,0.083491229,1.164433689
12343,  ,internal,0.151247,0.028646091,5.279847799
12344,G001436555,terminal,0.126704,0.116716579,1.08556986
12345,  ,internal,0.215029,0.035323435,6.087431706
12346,  ,internal,0.137448,0.038408851,3.5785502
12347,G001313185,terminal,0.047593,0.034705127,1.371353564
12348,G001434895,terminal,0.058572,0.006714207,8.723592022
12349,  ,internal,0.182939,0.0264086,6.92725105
12350,G001313225,terminal,0.062563,0.089937282,0.695629209
12351,  ,internal,0.082184,0.019764077,4.158251399
12352,G001311075,terminal,0.060837,0.021392146,2.843894216
12353,G001436595,terminal,0.069107,0.003651431,18.92600514
12354,  ,internal,0.245926,0.063086785,3.898217377
12355,  ,internal,0.122329,0.018396738,6.649494129
