GENE,TYPE,ALPH,SQLN,P_A,P_C,P_G,P_T,P_CA,P_AG,P_TA,P_CG,P_TC,P_TG
448,default,0.727397,1000,0.271141,0.216366,0.208536,0.303956,4.162749,1.000000,0.024352,0.060760,0.185269,0.311521
449,default,0.891875,1000,0.284560,0.256929,0.187887,0.270625,18.327071,1.000000,0.106220,0.078834,0.068504,0.369274
450,default,0.623241,1000,0.355616,0.192649,0.242098,0.209637,4.265191,1.000000,0.124447,0.107925,0.076350,0.261967
451,default,0.611102,1000,0.330482,0.196920,0.165139,0.307458,4.858937,1.000000,0.122910,0.106270,0.079417,0.355090
452,default,0.051941,1000,0.281837,0.180234,0.196285,0.341644,8.879291,1.000000,0.118240,0.122658,0.054726,0.339484
453,default,0.399877,1000,0.341477,0.202030,0.211569,0.244923,6.790423,1.000000,0.126316,0.111013,0.083686,0.289534
454,default,0.085552,1000,0.321576,0.186255,0.205796,0.286372,3.265714,1.000000,0.155440,0.087311,0.051450,0.366119
455,default,0.456317,1000,0.314200,0.244894,0.193887,0.247018,13.736846,1.000000,0.098271,0.087721,0.128527,0.267139
456,default,0.320671,1000,0.235572,0.222778,0.285077,0.256573,17.991129,1.000000,0.064313,0.059745,0.204967,0.421001
457,default,0.867045,1000,0.253601,0.169151,0.247550,0.329698,4.748544,1.000000,0.110590,0.114904,0.110707,0.253725
458,default,0.124542,1000,0.253987,0.270341,0.200178,0.275493,6.683110,1.000000,0.118609,0.080438,0.048010,0.246987
459,default,0.050036,1000,0.269201,0.165015,0.209994,0.355791,10.135690,1.000000,0.123370,0.128729,0.081151,0.316921
460,default,1.615759,1000,0.263966,0.239220,0.212210,0.284603,8.325844,1.000000,0.104329,0.139679,0.081160,0.224379
461,default,0.247362,1000,0.302499,0.184987,0.255870,0.256643,3.985772,1.000000,0.048007,0.098905,0.147885,0.261177
462,default,0.705430,1000,0.328069,0.216842,0.261358,0.193731,21.737378,1.000000,0.160478,0.115851,0.056844,0.270381
463,default,1.146369,1000,0.298504,0.195753,0.272555,0.233188,5.219347,1.000000,0.055099,0.083954,0.174451,0.246518
464,default,0.921332,1000,0.250974,0.224032,0.272464,0.252530,2.139951,1.000000,0.082832,0.111415,0.097191,0.359096
465,default,0.228102,1000,0.296857,0.199185,0.165753,0.338205,3.138697,1.000000,0.130650,0.058978,0.092259,0.240355
466,default,0.246504,1000,0.291082,0.226552,0.208705,0.273661,5.094928,1.000000,0.068793,0.114684,0.088817,0.386978
467,default,0.211219,1000,0.323503,0.201472,0.203663,0.271362,9.609894,1.000000,0.120517,0.071286,0.035202,0.457437
468,default,0.506411,1000,0.238628,0.232699,0.213833,0.314840,3.797751,1.000000,0.128365,0.209072,0.126178,0.208653
469,default,0.248402,1000,0.254403,0.261130,0.210647,0.273820,9.567638,1.000000,0.090293,0.069670,0.075407,0.304756
470,default,0.283750,1000,0.300693,0.212299,0.228194,0.258814,4.028290,1.000000,0.050496,0.203639,0.100148,0.277315
471,default,0.219892,1000,0.318413,0.185779,0.245842,0.249966,2.711924,1.000000,0.109676,0.067814,0.183692,0.235590
472,default,0.235399,1000,0.282519,0.261434,0.167904,0.288143,2.764493,1.000000,0.093212,0.082639,0.135786,0.289021
473,default,0.006885,1000,0.285106,0.143388,0.297254,0.274252,11.216658,1.000000,0.103374,0.107066,0.075378,0.280451
474,default,0.293365,1000,0.350315,0.193905,0.203429,0.252351,14.585338,1.000000,0.042659,0.090221,0.067329,0.235731
475,default,2.631820,1000,0.304615,0.197684,0.237172,0.260528,3.822660,1.000000,0.111395,0.041512,0.235285,0.273898
476,default,1.235294,1000,0.362422,0.189115,0.224184,0.224279,3.810103,1.000000,0.090251,0.141153,0.196601,0.268839
477,default,0.013223,1000,0.306620,0.208008,0.278637,0.206736,4.243831,1.000000,0.096443,0.094503,0.141891,0.284652
478,default,0.438964,1000,0.305511,0.238827,0.190075,0.265588,7.782904,1.000000,0.069372,0.142238,0.061012,0.356040
479,default,0.999160,1000,0.337072,0.184311,0.232179,0.246437,3.818994,1.000000,0.057674,0.062405,0.083485,0.430701
480,default,0.281643,1000,0.276383,0.200130,0.275343,0.248144,5.412850,1.000000,0.113245,0.112469,0.115581,0.302281
481,default,1.742315,1000,0.330273,0.175469,0.246399,0.247860,8.144799,1.000000,0.113772,0.157651,0.094303,0.387206
482,default,0.189262,1000,0.277455,0.216286,0.213200,0.293060,5.666912,1.000000,0.049290,0.107224,0.225133,0.284945
483,default,0.199960,1000,0.319840,0.208578,0.227317,0.244264,4.963267,1.000000,0.123769,0.078086,0.112105,0.331789
484,default,0.301590,1000,0.300429,0.195135,0.242002,0.262434,6.236367,1.000000,0.068782,0.106927,0.084443,0.307686
485,default,0.309645,1000,0.261972,0.169140,0.325340,0.243548,14.297924,1.000000,0.073412,0.039950,0.082210,0.357175
486,default,0.338215,1000,0.261229,0.224389,0.198984,0.315398,2.429409,1.000000,0.119515,0.095115,0.064807,0.390024
487,default,0.882157,1000,0.323922,0.230798,0.203400,0.241880,2.608340,1.000000,0.115651,0.089559,0.087037,0.268136
488,default,0.145052,1000,0.265092,0.285777,0.215953,0.233177,3.015678,1.000000,0.153470,0.057903,0.097455,0.288826
489,default,1.065438,1000,0.337052,0.171928,0.251034,0.239986,17.360087,1.000000,0.055651,0.086301,0.098359,0.372539
490,default,1.513822,1000,0.299005,0.225675,0.227308,0.248012,2.119080,1.000000,0.024373,0.101459,0.086271,0.298361
491,default,0.258523,1000,0.198989,0.222220,0.314673,0.264119,2.980424,1.000000,0.151252,0.074670,0.139537,0.306198
492,default,1.363872,1000,0.331533,0.209636,0.209796,0.249035,7.033168,1.000000,0.039273,0.015913,0.096548,0.370842
493,default,3.271168,1000,0.265788,0.237528,0.213052,0.283632,4.084103,1.000000,0.145258,0.107751,0.083036,0.334332
494,default,0.672092,1000,0.301948,0.246065,0.217808,0.234179,3.711918,1.000000,0.087001,0.183299,0.194132,0.223487
495,default,0.538814,1000,0.286594,0.215118,0.250631,0.247657,2.663362,1.000000,0.093675,0.086158,0.150434,0.279399
496,default,1.532520,1000,0.284793,0.213007,0.232687,0.269514,5.518491,1.000000,0.111491,0.102115,0.153397,0.298111
497,default,1.477771,1000,0.265940,0.241376,0.268032,0.224652,8.184073,1.000000,0.119027,0.112814,0.077087,0.447997
498,default,2.200517,1000,0.274319,0.230606,0.251684,0.243391,12.305464,1.000000,0.084588,0.085296,0.130167,0.349693
499,default,2.627715,1000,0.267283,0.295855,0.225246,0.211616,7.201673,1.000000,0.027750,0.116847,0.101049,0.384543
500,default,0.000093,1000,0.315884,0.182284,0.247700,0.254133,5.824388,1.000000,0.098375,0.149699,0.078895,0.299918
501,default,1.343209,1000,0.302891,0.196589,0.214484,0.286035,6.975996,1.000000,0.090401,0.089202,0.106745,0.365608
502,default,0.055447,1000,0.349382,0.208065,0.247198,0.195355,18.539555,1.000000,0.129281,0.131667,0.157306,0.274420
503,default,0.086839,1000,0.304912,0.187845,0.264370,0.242874,29.726846,1.000000,0.091511,0.024481,0.112471,0.283928
504,default,0.103899,1000,0.329746,0.228060,0.231381,0.210812,9.111047,1.000000,0.145167,0.072684,0.103743,0.260345
505,default,0.003961,1000,0.285414,0.169599,0.259455,0.285532,11.591159,1.000000,0.091397,0.134673,0.186634,0.324501
506,default,0.160453,1000,0.262752,0.217688,0.219223,0.300336,9.290826,1.000000,0.052918,0.117456,0.121287,0.353495
507,default,1.589486,1000,0.236800,0.207256,0.288380,0.267564,1.559031,1.000000,0.066845,0.066288,0.154067,0.295667
508,default,0.198584,1000,0.315389,0.200190,0.234231,0.250190,4.782205,1.000000,0.159853,0.128436,0.085415,0.271851
509,default,0.591138,1000,0.255676,0.258810,0.162700,0.322814,6.061514,1.000000,0.089090,0.099338,0.120205,0.220032
510,default,0.027907,1000,0.261776,0.307339,0.191422,0.239464,1.966940,1.000000,0.069044,0.122115,0.222599,0.300594
511,default,0.160035,1000,0.273087,0.205561,0.271244,0.250108,3.730274,1.000000,0.163734,0.132119,0.168552,0.238644
512,default,1.012960,1000,0.263927,0.254599,0.233273,0.248200,5.739816,1.000000,0.168821,0.153371,0.067842,0.299028
513,default,0.122093,1000,0.311469,0.196523,0.211276,0.280732,7.550495,1.000000,0.214074,0.031204,0.044736,0.241168
514,default,1.706192,1000,0.325691,0.206434,0.231302,0.236573,11.279022,1.000000,0.200687,0.132614,0.162673,0.189678
515,default,0.438178,1000,0.278670,0.264563,0.240597,0.216170,42.645027,1.000000,0.042814,0.081490,0.103506,0.277712
516,default,0.896427,1000,0.309797,0.209221,0.130030,0.350952,7.193737,1.000000,0.047787,0.090923,0.108498,0.407445
517,default,0.512484,1000,0.303719,0.231237,0.204079,0.260965,3.494969,1.000000,0.154087,0.076095,0.134709,0.203682
518,default,0.334228,1000,0.205456,0.191169,0.319972,0.283404,9.415650,1.000000,0.058365,0.049896,0.125094,0.293138
519,default,0.982547,1000,0.248354,0.262335,0.238567,0.250744,9.264922,1.000000,0.140745,0.096455,0.088154,0.291586
520,default,0.025162,1000,0.371365,0.203564,0.209268,0.215802,14.838669,1.000000,0.036276,0.069815,0.097701,0.337836
521,default,0.624043,1000,0.313681,0.193952,0.247225,0.245143,4.527696,1.000000,0.091861,0.111162,0.093440,0.363892
522,default,0.641761,1000,0.273647,0.239632,0.253687,0.233034,6.417973,1.000000,0.063693,0.154920,0.136109,0.315778
523,default,1.152966,1000,0.322870,0.195888,0.211000,0.270242,7.464135,1.000000,0.037718,0.144978,0.128399,0.259405
524,default,1.053118,1000,0.294004,0.226249,0.239932,0.239815,2.147027,1.000000,0.110157,0.041172,0.127160,0.321463
525,default,0.018054,1000,0.276194,0.262347,0.263478,0.197981,8.773945,1.000000,0.033138,0.068928,0.275490,0.329843
526,default,0.488028,1000,0.273570,0.221890,0.221002,0.283537,5.247793,1.000000,0.045593,0.147537,0.136881,0.345384
527,default,0.302613,1000,0.338302,0.176773,0.229392,0.255533,9.810132,1.000000,0.096259,0.041410,0.183051,0.315857
528,default,3.457324,1000,0.281975,0.229179,0.222831,0.266014,8.969724,1.000000,0.123488,0.101004,0.121080,0.243776
529,default,0.236742,1000,0.405092,0.208200,0.159159,0.227549,7.120293,1.000000,0.102920,0.066171,0.066004,0.406483
530,default,1.708417,1000,0.270492,0.174956,0.304001,0.250551,2.745750,1.000000,0.114703,0.098568,0.106909,0.322716
531,default,0.697520,1000,0.303218,0.220635,0.260239,0.215907,2.594843,1.000000,0.185211,0.150757,0.114340,0.253403
532,default,0.316970,1000,0.366459,0.151199,0.219887,0.262454,7.512488,1.000000,0.062397,0.047679,0.100571,0.305676
533,default,0.140601,1000,0.213007,0.240880,0.249463,0.296650,6.268975,1.000000,0.078212,0.090626,0.158586,0.223417
534,default,3.559310,1000,0.306852,0.230974,0.228658,0.233516,12.263196,1.000000,0.071008,0.121107,0.064214,0.352227
535,default,0.477473,1000,0.288559,0.223339,0.220478,0.267623,2.041291,1.000000,0.124147,0.106597,0.105590,0.281364
536,default,0.109902,1000,0.342718,0.177820,0.187832,0.291630,8.783511,1.000000,0.144096,0.092749,0.083976,0.291171
537,default,3.667050,1000,0.281118,0.194845,0.272322,0.251716,3.744322,1.000000,0.044441,0.063019,0.071420,0.294401
538,default,0.112793,1000,0.287844,0.199191,0.263763,0.249201,7.524111,1.000000,0.126563,0.132681,0.067171,0.210959
539,default,0.280906,1000,0.318699,0.185771,0.276251,0.219279,3.347376,1.000000,0.099831,0.030529,0.059220,0.403229
540,default,0.070338,1000,0.288076,0.262627,0.169157,0.280140,2.010518,1.000000,0.069519,0.159218,0.126080,0.297600
541,default,0.421515,1000,0.286540,0.246734,0.260722,0.206003,9.519640,1.000000,0.079186,0.153472,0.115125,0.317608
542,default,2.342115,1000,0.265268,0.174536,0.289022,0.271174,2.733386,1.000000,0.066375,0.137453,0.136264,0.283151
543,default,3.374320,1000,0.256075,0.189439,0.232958,0.321528,4.205926,1.000000,0.143249,0.043829,0.090058,0.441691
544,default,0.417554,1000,0.296742,0.224704,0.228325,0.250229,2.093201,1.000000,0.051909,0.161133,0.100623,0.261942
545,default,0.427361,1000,0.184098,0.203555,0.276780,0.335567,9.237082,1.000000,0.134320,0.090427,0.130440,0.211482
546,default,0.274194,1000,0.271189,0.241253,0.224079,0.263479,7.521600,1.000000,0.079380,0.101858,0.106588,0.255341
547,default,0.414524,1000,0.301822,0.202876,0.199380,0.295922,4.645337,1.000000,0.070870,0.119582,0.097287,0.337139
548,default,0.347340,1000,0.291552,0.207227,0.243275,0.257946,59.142636,1.000000,0.070044,0.076156,0.068647,0.312436
549,default,0.436115,1000,0.243694,0.244389,0.245428,0.266490,4.494808,1.000000,0.054737,0.059442,0.244484,0.267549
550,default,1.590372,1000,0.259335,0.242696,0.208206,0.289762,2.981016,1.000000,0.110220,0.062249,0.127617,0.301430
551,default,1.171425,1000,0.292583,0.192636,0.237346,0.277434,12.339327,1.000000,0.193715,0.123418,0.123327,0.188178
552,default,0.947464,1000,0.257797,0.175181,0.266796,0.300226,4.063411,1.000000,0.152758,0.042643,0.138497,0.153955
553,default,0.117826,1000,0.357423,0.223887,0.202203,0.216488,11.104219,1.000000,0.098544,0.076671,0.106323,0.447669
554,default,0.092029,1000,0.326503,0.189682,0.268088,0.215727,4.161669,1.000000,0.118944,0.105857,0.116359,0.229532
555,default,0.879097,1000,0.278436,0.209623,0.254703,0.257238,4.951040,1.000000,0.129610,0.152589,0.151497,0.254888
556,default,0.325430,1000,0.296362,0.249231,0.199869,0.254538,11.554856,1.000000,0.038388,0.079067,0.209708,0.325340
557,default,0.609074,1000,0.246312,0.212581,0.238451,0.302655,11.297106,1.000000,0.129205,0.132838,0.229195,0.259840
558,default,0.591297,1000,0.333405,0.207601,0.210429,0.248566,2.751789,1.000000,0.082241,0.035438,0.048616,0.317334
559,default,0.864573,1000,0.301589,0.240391,0.187886,0.270133,9.363589,1.000000,0.029385,0.061456,0.246053,0.257388
560,default,1.040103,1000,0.294483,0.276627,0.214756,0.214135,11.090987,1.000000,0.167076,0.055604,0.168810,0.209842
561,default,0.385594,1000,0.270189,0.259022,0.201298,0.269490,11.511438,1.000000,0.011144,0.049633,0.109835,0.376708
562,default,2.074307,1000,0.247358,0.200775,0.267199,0.284667,17.008641,1.000000,0.041268,0.087742,0.092066,0.423973
563,default,2.282127,1000,0.358253,0.157962,0.226995,0.256790,4.561238,1.000000,0.102758,0.126849,0.058793,0.323619
564,default,0.240110,1000,0.234520,0.205544,0.316515,0.243421,16.104902,1.000000,0.090520,0.061877,0.082867,0.343468
565,default,0.873027,1000,0.276996,0.193382,0.238531,0.291091,11.241559,1.000000,0.068828,0.082555,0.082532,0.422367
566,default,0.044450,1000,0.289492,0.228796,0.192678,0.289034,9.425411,1.000000,0.069919,0.088132,0.163246,0.291499
567,default,0.265368,1000,0.316487,0.287585,0.142579,0.253349,10.291924,1.000000,0.076871,0.112846,0.069636,0.273713
568,default,0.058951,1000,0.300248,0.208359,0.239055,0.252338,5.143157,1.000000,0.135912,0.137387,0.187899,0.248251
569,default,0.128373,1000,0.261227,0.257155,0.262917,0.218701,14.804402,1.000000,0.126714,0.136026,0.141321,0.213272
570,default,0.985258,1000,0.253163,0.177632,0.237620,0.331584,3.923445,1.000000,0.101643,0.124937,0.104932,0.349847
571,default,1.171561,1000,0.278824,0.254864,0.266552,0.199759,7.783502,1.000000,0.092122,0.119363,0.072725,0.285071
572,default,0.343499,1000,0.270181,0.233450,0.240300,0.256069,4.791739,1.000000,0.079056,0.098888,0.186673,0.289546
573,default,2.024181,1000,0.352221,0.257037,0.224941,0.165801,9.020945,1.000000,0.084315,0.058150,0.205317,0.250731
574,default,0.013310,1000,0.269363,0.157843,0.244773,0.328021,9.107473,1.000000,0.075986,0.114081,0.143343,0.304718
575,default,0.962813,1000,0.229068,0.193238,0.282965,0.294729,6.833308,1.000000,0.053240,0.101479,0.126957,0.380666
576,default,3.032473,1000,0.357720,0.199535,0.204151,0.238594,17.038480,1.000000,0.096462,0.119100,0.132393,0.303276
577,default,0.758889,1000,0.329452,0.214860,0.165524,0.290165,4.942147,1.000000,0.088389,0.094275,0.094505,0.278399
578,default,0.226238,1000,0.314452,0.197906,0.168251,0.319391,5.791092,1.000000,0.101079,0.083529,0.154370,0.407409
579,default,0.571363,1000,0.264774,0.277055,0.188799,0.269372,8.925558,1.000000,0.088429,0.049286,0.089487,0.304159
580,default,0.180113,1000,0.370454,0.171544,0.211891,0.246111,9.611046,1.000000,0.100621,0.041243,0.231029,0.186339
581,default,1.624789,1000,0.310147,0.217863,0.215270,0.256720,8.749951,1.000000,0.147709,0.097857,0.106768,0.206533
582,default,1.608777,1000,0.253206,0.300265,0.256975,0.189554,4.645748,1.000000,0.124227,0.131660,0.132744,0.254410
583,default,0.462444,1000,0.268164,0.225906,0.230187,0.275742,4.121580,1.000000,0.065424,0.043247,0.122192,0.331714
584,default,0.848807,1000,0.346736,0.228551,0.211332,0.213381,14.496863,1.000000,0.089128,0.145393,0.201088,0.261297
585,default,0.656843,1000,0.327070,0.172900,0.249178,0.250852,4.194228,1.000000,0.072122,0.123271,0.261733,0.209915
586,default,0.085067,1000,0.296658,0.189297,0.271065,0.242979,3.418803,1.000000,0.107127,0.098187,0.122137,0.271237
587,default,1.507062,1000,0.299968,0.157122,0.281018,0.261892,4.495822,1.000000,0.106248,0.150101,0.065304,0.263575
588,default,0.930055,1000,0.323385,0.182505,0.215155,0.278956,1.810197,1.000000,0.048615,0.107501,0.141485,0.203149
589,default,1.368580,1000,0.289997,0.294597,0.232297,0.183109,2.422771,1.000000,0.055782,0.109548,0.080111,0.249511
590,default,0.848687,1000,0.235690,0.252223,0.203682,0.308405,15.756617,1.000000,0.098939,0.059011,0.064643,0.414789
591,default,0.543888,1000,0.357840,0.197515,0.191799,0.252846,11.014229,1.000000,0.091543,0.154126,0.100013,0.293590
592,default,0.017758,1000,0.291463,0.221684,0.223171,0.263681,15.750008,1.000000,0.192660,0.203158,0.019780,0.280252
593,default,0.110276,1000,0.288884,0.227658,0.305572,0.177887,11.123484,1.000000,0.053873,0.074708,0.123408,0.296230
594,default,1.243141,1000,0.379874,0.179135,0.146353,0.294638,13.674423,1.000000,0.108048,0.125093,0.081815,0.246914
595,default,0.609028,1000,0.312082,0.193264,0.219783,0.274871,3.242612,1.000000,0.043812,0.105874,0.111734,0.375732
596,default,0.810739,1000,0.315573,0.140797,0.198387,0.345242,5.826215,1.000000,0.087476,0.041850,0.244822,0.270002
597,default,0.029056,1000,0.289869,0.239151,0.220228,0.250752,4.313546,1.000000,0.093310,0.133974,0.120277,0.271215
598,default,0.240188,1000,0.253885,0.276616,0.167392,0.302107,3.227718,1.000000,0.032118,0.055186,0.152823,0.429375
599,default,1.002423,1000,0.320422,0.174239,0.216170,0.289170,19.071684,1.000000,0.073780,0.133922,0.044604,0.207824
600,default,0.022498,1000,0.321071,0.163335,0.220626,0.294968,8.868839,1.000000,0.107921,0.063848,0.120014,0.320604
601,default,0.217298,1000,0.339042,0.119512,0.206280,0.335165,4.627250,1.000000,0.069491,0.180485,0.099834,0.297780
602,default,0.571903,1000,0.313260,0.234174,0.176685,0.275881,5.508576,1.000000,0.204402,0.086508,0.077680,0.357718
603,default,1.369982,1000,0.351823,0.216788,0.210993,0.220396,6.767793,1.000000,0.135940,0.091696,0.105288,0.285201
604,default,0.394498,1000,0.248343,0.243166,0.183447,0.325045,10.051568,1.000000,0.101128,0.044675,0.196057,0.294487
605,default,0.162529,1000,0.281237,0.213843,0.288771,0.216149,6.593386,1.000000,0.063842,0.035987,0.229429,0.198961
606,default,0.699476,1000,0.245319,0.265966,0.201262,0.287453,11.258314,1.000000,0.101808,0.122686,0.123058,0.287750
607,default,3.632941,1000,0.346426,0.189798,0.202974,0.260802,8.215732,1.000000,0.107060,0.205295,0.076951,0.340231
608,default,0.160780,1000,0.244170,0.227672,0.262257,0.265901,4.125327,1.000000,0.065923,0.101416,0.108186,0.328206
609,default,0.378890,1000,0.325422,0.207146,0.171744,0.295688,12.450524,1.000000,0.096021,0.081444,0.086855,0.387156
610,default,0.208949,1000,0.313083,0.220294,0.227525,0.239098,4.995177,1.000000,0.143881,0.025454,0.077158,0.409557
611,default,0.845862,1000,0.314482,0.201608,0.295479,0.188431,37.157767,1.000000,0.123083,0.204322,0.086927,0.240563
612,default,0.552597,1000,0.315062,0.233261,0.219419,0.232258,5.952838,1.000000,0.099310,0.070506,0.247479,0.262245
613,default,0.513752,1000,0.309352,0.230234,0.224383,0.236031,1.234771,1.000000,0.112520,0.103773,0.153287,0.299309
614,default,1.025846,1000,0.290372,0.214160,0.243599,0.251869,8.975792,1.000000,0.081521,0.131694,0.090085,0.314435
615,default,0.438379,1000,0.317480,0.273744,0.241022,0.167755,4.201962,1.000000,0.139834,0.118923,0.064479,0.232027
616,default,0.029646,1000,0.331033,0.216231,0.206737,0.245999,1.492595,1.000000,0.112317,0.154762,0.122706,0.347841
617,default,3.763546,1000,0.243696,0.252735,0.299925,0.203644,2.747276,1.000000,0.112100,0.065896,0.200274,0.168204
618,default,0.386601,1000,0.331671,0.149605,0.191105,0.327619,4.224444,1.000000,0.121430,0.033957,0.121513,0.335481
619,default,1.590661,1000,0.297266,0.150318,0.219168,0.333249,14.873545,1.000000,0.103185,0.061322,0.134898,0.190918
620,default,0.209708,1000,0.337354,0.184866,0.239458,0.238322,1.289137,1.000000,0.153399,0.110669,0.071664,0.374452
621,default,0.734264,1000,0.243385,0.211060,0.293672,0.251883,9.017352,1.000000,0.105697,0.152423,0.144052,0.242220
622,default,0.054842,1000,0.315900,0.207652,0.244269,0.232180,6.460047,1.000000,0.067612,0.143286,0.122765,0.367601
623,default,0.919704,1000,0.276473,0.188511,0.299135,0.235882,7.975047,1.000000,0.076527,0.026634,0.107372,0.454276
624,default,1.825576,1000,0.255333,0.248965,0.316028,0.179674,5.090230,1.000000,0.200114,0.103902,0.051122,0.248454
625,default,0.668345,1000,0.301916,0.192839,0.187308,0.317937,14.555589,1.000000,0.077664,0.112626,0.149122,0.314121
626,default,1.526376,1000,0.274543,0.220327,0.196406,0.308724,19.868516,1.000000,0.154577,0.084795,0.092241,0.423536
627,default,0.544681,1000,0.226019,0.244912,0.249056,0.280013,1.601801,1.000000,0.099907,0.113947,0.179046,0.278028
628,default,0.349504,1000,0.287541,0.233677,0.261381,0.217402,4.413594,1.000000,0.132598,0.104230,0.051605,0.362248
629,default,0.514783,1000,0.290118,0.162030,0.185805,0.362046,13.113581,1.000000,0.081880,0.212846,0.091450,0.333192
630,default,0.395633,1000,0.303477,0.231665,0.236343,0.228515,5.461111,1.000000,0.009960,0.171440,0.160867,0.248925
631,default,1.544775,1000,0.281732,0.196359,0.241424,0.280486,4.591932,1.000000,0.180848,0.065287,0.102858,0.332930
632,default,0.179880,1000,0.296564,0.219212,0.233618,0.250606,6.929753,1.000000,0.214168,0.071130,0.076719,0.352365
633,default,0.083627,1000,0.195130,0.218273,0.280160,0.306437,5.185122,1.000000,0.067340,0.221306,0.045270,0.240748
634,default,0.862033,1000,0.244815,0.233915,0.237326,0.283944,20.388410,1.000000,0.117814,0.161048,0.060041,0.286253
635,default,0.732706,1000,0.284082,0.240486,0.263982,0.211450,17.355221,1.000000,0.079850,0.157521,0.122843,0.379394
636,default,2.532123,1000,0.348050,0.166989,0.173012,0.311950,2.753684,1.000000,0.078023,0.083307,0.152819,0.322407
637,default,0.670697,1000,0.306637,0.189951,0.205762,0.297650,7.937371,1.000000,0.120670,0.211598,0.080326,0.243771
638,default,0.534746,1000,0.261093,0.257312,0.220636,0.260960,2.828368,1.000000,0.021236,0.100738,0.082244,0.268158
639,default,0.822838,1000,0.267084,0.151422,0.262569,0.318925,7.307084,1.000000,0.081519,0.182479,0.140759,0.247424
640,default,1.742226,1000,0.310364,0.237566,0.220167,0.231903,10.723872,1.000000,0.115406,0.124529,0.077179,0.272346
641,default,0.618311,1000,0.291897,0.211364,0.208576,0.288164,3.351397,1.000000,0.047120,0.056208,0.094151,0.351547
642,default,1.370981,1000,0.277225,0.225188,0.245805,0.251781,4.756541,1.000000,0.115334,0.089974,0.077754,0.325070
643,default,1.088486,1000,0.259706,0.276500,0.186137,0.277658,4.850995,1.000000,0.166082,0.181955,0.095902,0.237208
644,default,0.625645,1000,0.265408,0.226627,0.238830,0.269135,3.777515,1.000000,0.206466,0.053491,0.110370,0.199993
645,default,0.493133,1000,0.320826,0.218630,0.216257,0.244288,3.585237,1.000000,0.092960,0.040268,0.079970,0.503989
646,default,0.016702,1000,0.305589,0.207148,0.196400,0.290863,14.605628,1.000000,0.098425,0.080134,0.136119,0.373020
647,default,0.189479,1000,0.289196,0.238776,0.193301,0.278727,5.165565,1.000000,0.042674,0.095556,0.217918,0.217480
648,default,0.484579,1000,0.375200,0.149555,0.183931,0.291314,7.206679,1.000000,0.087859,0.075897,0.087495,0.357587
649,default,1.925304,1000,0.292699,0.192357,0.200159,0.314785,6.401782,1.000000,0.064855,0.098951,0.213874,0.247725
650,default,0.537993,1000,0.240185,0.270296,0.188195,0.301324,5.764984,1.000000,0.169567,0.078279,0.136929,0.288121
651,default,0.965117,1000,0.285073,0.241428,0.243694,0.229805,2.606760,1.000000,0.074238,0.185697,0.150490,0.185266
652,default,0.821257,1000,0.335235,0.193295,0.228194,0.243277,7.845457,1.000000,0.119634,0.123629,0.060047,0.219076
653,default,0.004552,1000,0.293470,0.214182,0.165557,0.326790,5.119063,1.000000,0.076637,0.067482,0.096770,0.308959
654,default,0.196520,1000,0.246051,0.189352,0.328094,0.236502,1.941833,1.000000,0.113099,0.042628,0.058954,0.332351
655,default,4.268215,1000,0.310796,0.227915,0.231348,0.229940,4.996108,1.000000,0.046546,0.168278,0.046957,0.383960
656,default,0.304126,1000,0.275612,0.205424,0.305242,0.213722,6.104172,1.000000,0.105807,0.058701,0.148831,0.220169
657,default,2.054683,1000,0.298815,0.295418,0.196933,0.208834,4.820862,1.000000,0.089394,0.066732,0.161761,0.433660
658,default,0.353074,1000,0.373159,0.200263,0.150787,0.275791,3.935472,1.000000,0.048104,0.089997,0.128304,0.331473
659,default,0.197238,1000,0.260005,0.211342,0.295766,0.232887,3.316900,1.000000,0.188563,0.132429,0.034673,0.353796
660,default,0.833233,1000,0.303877,0.218855,0.177891,0.299378,16.389358,1.000000,0.080153,0.053388,0.118024,0.304281
661,default,0.257522,1000,0.141177,0.261876,0.259763,0.337184,8.348572,1.000000,0.116283,0.095045,0.092338,0.273468
662,default,0.783840,1000,0.244293,0.169619,0.266121,0.319967,5.041840,1.000000,0.111974,0.114141,0.192097,0.219766
663,default,0.486745,1000,0.307422,0.264158,0.195299,0.233120,1.887962,1.000000,0.160627,0.136861,0.192444,0.295084
664,default,0.320940,1000,0.310647,0.240197,0.228111,0.221045,5.938970,1.000000,0.101525,0.116762,0.052810,0.241423
665,default,0.249220,1000,0.321485,0.253638,0.209298,0.215579,11.247612,1.000000,0.100571,0.101017,0.104059,0.377913
666,default,2.105463,1000,0.301818,0.177676,0.160545,0.359962,4.319360,1.000000,0.056357,0.113874,0.137261,0.431768
667,default,0.538694,1000,0.293329,0.170966,0.286983,0.248721,3.016277,1.000000,0.077825,0.131653,0.059901,0.374811
668,default,1.017836,1000,0.332115,0.209732,0.197262,0.260892,8.603694,1.000000,0.117440,0.097703,0.136106,0.346818
669,default,1.692414,1000,0.281199,0.198698,0.314973,0.205130,11.750210,1.000000,0.071895,0.053216,0.130287,0.332744
670,default,0.023137,1000,0.286705,0.252900,0.191469,0.268926,8.520503,1.000000,0.132859,0.100845,0.080595,0.298884
671,default,0.431864,1000,0.311216,0.224525,0.250685,0.213573,49.753917,1.000000,0.096305,0.138672,0.075188,0.178877
